model_id,model,p,q,experiment,varying_parameter,x,method,method_label,mean,se,paper_repetitions,is_horizontal_reference,source_kind,source_pdf,pdf_page
1,ModelII,150,100,exp1,n,1000,RRR,RRR,0.00571300,0.00001488,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,1200,RRR,RRR,0.00517200,0.00001558,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,300,SRRR,SRRR,0.01312300,0.00004353,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,500,SRRR,SRRR,0.00874600,0.00002276,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,700,SRRR,SRRR,0.00706900,0.00002058,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,1000,SRRR,SRRR,0.00571500,0.00001598,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,1200,SRRR,SRRR,0.00517400,0.00001567,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,300,SOFAR,SOFAR,0.01694500,0.00011747,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,500,SOFAR,SOFAR,0.01104200,0.00007580,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,700,SOFAR,SOFAR,0.00874000,0.00005183,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,1000,SOFAR,SOFAR,0.00709000,0.00006018,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,1200,SOFAR,SOFAR,0.00630600,0.00005201,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,300,RSSVD,RSSVD,0.02117200,0.00011468,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
1,ModelII,150,100,exp1,n,500,RSSVD,RSSVD,0.01426400,0.00008015,100,false,digitized_pdf_vector,v1/fig_smart/simulation_model2.pdf,1
